ComplexID	ComplexName	subunits(UniProt IDs)	subunits(Gene name)
308	"60S ribosomal subunit, cytoplasmic"	P05386;P05387;P05388;P18077;P18124;P18621;P26373;P27635;P30050;P32969;P35268;P36578;P39023;P40429;P42766;P46776;P46777;P46778;P46779;P47914;P49207;P50914;P61254;P61313;P61353;P61513;P61927;P62424;P62750;P62829;P62888;P62891;P62899;P62906;P62910;P62913;P62917;P62945;P62987;P63173;P83731;P83881;P84098;Q02543;Q02878;Q07020;Q9Y3U8	RPLP1;RPLP2;RPLP0;RPL35A;RPL7;RPL17;RPL13;RPL10;RPL12;RPL9; RPL9P7; RPL9P8; RPL9P9;RPL22;RPL4;RPL3;RPL13A;RPL35;RPL27A;RPL5;RPL21;RPL28;RPL29;RPL34;RPL14;RPL26;RPL15;RPL27;RPL37A;RPL37;RPL7A;RPL23A;RPL23;RPL30;RPL39;RPL31;RPL10A;RPL32;RPL11;RPL8;RPL41;UBA52;RPL38;RPL24;RPL36A;RPL19;RPL18A;RPL6;RPL18;RPL36
310	Cell cycle kinase complex CDC2	O95067;P06493;P12004;P14635;P24385;P38936	CCNB2;CDK1;PCNA;CCNB1;CCND1;CDKN1A
311	Cell cycle kinase complex CDK2	P12004;P24385;P24941;P38936	PCNA;CCND1;CDK2;CDKN1A
312	Cell cycle kinase complex CDK4	P11802;P12004;P24385;P38936	CDK4;PCNA;CCND1;CDKN1A
313	Cell cycle kinase complex CDK5	P12004;P24385;P30281;P38936;Q00535	PCNA;CCND1;CCND3;CDKN1A;CDK5
314	PCNA-p21 complex	P12004;P38936	PCNA;CDKN1A
315	"28S ribosomal subunit, mitochondrial"	O15235;O60783;P51398;P82650;P82663;P82664;P82673;P82675;P82909;P82912;P82914;P82921;P82930;P82932;P82933;Q92552;Q92665;Q96EL2;Q9BYN8;Q9NP92;Q9NVS2;Q9Y291;Q9Y2Q9;Q9Y2R5;Q9Y2R9;Q9Y399;Q9Y3D3;Q9Y3D5;Q9Y3D9;Q9Y676	MRPS12;MRPS14;DAP3;MRPS22;MRPS25;MRPS10;MRPS35;MRPS5;MRPS36;MRPS11;MRPS15;MRPS21;MRPS34;MRPS6;MRPS9;MRPS27;MRPS31;MRPS24;MRPS26;MRPS30;MRPS18A;MRPS33;MRPS28;MRPS17;MRPS7;MRPS2;MRPS16;MRPS18C;MRPS23;MRPS18B
320	"55S ribosome, mitochondrial"	O15235;O60783;O75394;P09001;P49406;P51398;P52815;P82650;P82663;P82664;P82673;P82675;P82909;P82912;P82914;P82921;P82930;P82932;P82933;P83111;Q13084;Q13405;Q16540;Q4U2R6;Q5T653;Q6P161;Q6P1L8;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IXM3;Q8N5N7;Q8N983;Q8TCC3;Q92552;Q92665;Q96A35;Q96DV4;Q96EL2;Q96EL3;Q96GC5;Q9BQ48;Q9BRJ2;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BYN8;Q9BZE1;Q9H0U6;Q9H2W6;Q9H9J2;Q9HD33;Q9NP92;Q9NQ50;Q9NRX2;Q9NVS2;Q9NWU5;Q9NX20;Q9NYK5;Q9NZE8;Q9P015;Q9P0J6;Q9P0M9;Q9Y291;Q9Y2Q9;Q9Y2R5;Q9Y2R9;Q9Y399;Q9Y3B7;Q9Y3D3;Q9Y3D5;Q9Y3D9;Q9Y676;Q9Y6G3	MRPS12;MRPS14;MRPL33;MRPL3;MRPL19;DAP3;MRPL12;MRPS22;MRPS25;MRPS10;MRPS35;MRPS5;MRPS36;MRPS11;MRPS15;MRPS21;MRPS34;MRPS6;MRPS9;LACTB;MRPL28;MRPL49;MRPL23;MRPL51;MRPL2;MRPL54;MRPL14;MRPL21;MRPL55;MRPL10;MRPL52;MRPL41;MRPL50;MRPL43;MRPL30;MRPS27;MRPS31;MRPL24;MRPL38;MRPS24;MRPL53;MRPL48;MRPL34;MRPL45;MRPL32;MRPL20;MRPL13;MRPL9;MRPL4;MRPL1;MRPS26;MRPL37;MRPL18;MRPL46;MRPL44;MRPL47;MRPS30;MRPL40;MRPL17;MRPS18A;MRPL22;MRPL16;MRPL39;MRPL35;MRPL15;MRPL36;MRPL27;MRPS33;MRPS28;MRPS17;MRPS7;MRPS2;MRPL11;MRPS16;MRPS18C;MRPS23;MRPS18B;MRPL42
322	DNA-PK-Ku complex	P12956;P13010;P78527	XRCC6;XRCC5;PRKDC
324	"39S ribosomal subunit, mitochondrial"	O75394;P09001;P49406;P52815;P83111;Q13084;Q13405;Q16540;Q4U2R6;Q5T653;Q6P161;Q6P1L8;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IXM3;Q8N5N7;Q8N983;Q8TCC3;Q96A35;Q96DV4;Q96EL3;Q96GC5;Q9BQ48;Q9BRJ2;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BZE1;Q9H0U6;Q9H2W6;Q9H9J2;Q9HD33;Q9NQ50;Q9NRX2;Q9NWU5;Q9NX20;Q9NYK5;Q9NZE8;Q9P015;Q9P0J6;Q9P0M9;Q9Y3B7;Q9Y6G3	MRPL33;MRPL3;MRPL19;MRPL12;LACTB;MRPL28;MRPL49;MRPL23;MRPL51;MRPL2;MRPL54;MRPL14;MRPL21;MRPL55;MRPL10;MRPL52;MRPL41;MRPL50;MRPL43;MRPL30;MRPL24;MRPL38;MRPL53;MRPL48;MRPL34;MRPL45;MRPL32;MRPL20;MRPL13;MRPL9;MRPL4;MRPL1;MRPL37;MRPL18;MRPL46;MRPL44;MRPL47;MRPL40;MRPL17;MRPL22;MRPL16;MRPL39;MRPL35;MRPL15;MRPL36;MRPL27;MRPL11;MRPL42
328	Ku antigen complex	P12956;P13010	XRCC6;XRCC5
335	p54(nrb)-PSF-matrin3 complex	P23246;P43243;Q15233	SFPQ;MATR3;NONO
336	DNA ligase IV-XRCC4-AHNK complex	P49917;Q09666;Q13426	LIG4;AHNAK;XRCC4
338	"40S ribosomal subunit, cytoplasmic"	P08708;P08865;P15880;P23396;P25398;P39019;P46781;P46782;P46783;P60866;P61247;P62081;P62241;P62244;P62249;P62263;P62266;P62269;P62273;P62277;P62280;P62701;P62753;P62841;P62847;P62851;P62854;P62857;P62861;P62979;P63220	RPS17;RPSA;RPS2;RPS3;RPS12;RPS19;RPS9;RPS5;RPS10;RPS20;RPS3A;RPS7;RPS8;RPS15A;RPS16;RPS14;RPS23;RPS18;RPS29;RPS13;RPS11;RPS4X;RPS6;RPS15;RPS24;RPS25;RPS26;RPS28;FAU;RPS27A;RPS21
343	Sarcoglycan-sarcospan complex SG-SPN	Q13326;Q14714;Q16585;Q16586;Q92629	SGCG;SSPN;SGCB;SGCA;SGCD
348	DNA ligase IV-XRCC4 complex	P49917;Q13426	LIG4;XRCC4
350	DNA ligase IV-XRCC4-PNK complex	P49917;Q13426;Q96T60	LIG4;XRCC4;PNKP
353	DNA ligase IV-condensin complex	O95347;P49917;Q9NTJ3	SMC2;LIG4;SMC4
359	DNA ligase IV-XRCC4-XLF complex	P49917;Q13426;Q9H9Q4	LIG4;XRCC4;NHEJ1
361	Artemis-DNA-PK complex	P78527;Q96SD1	PRKDC;DCLRE1C
362	DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex	P06746;P18887;P49916;Q96T60	POLB;XRCC1;LIG3;PNKP
365	DNA ligase III-XRCC1 complex	P18887;P49916	XRCC1;LIG3
368	ERCC1-ERCC4-MSH2 complex	P07992;P43246;Q92889	ERCC1;MSH2;ERCC4
369	MSH2-MSH6-PMS2-MLH1 complex	P40692;P43246;P52701;P54278	MLH1;MSH2;MSH6;PMS2
370	MSH2-MSH6-PMS1-MLH1 complex	P40692;P43246;P52701;P54277	MLH1;MSH2;MSH6;PMS1
376	PCNA-MutS-alpha-MutL-alpha-DNA complex	P12004;P40692;P43246;P52701;P54278	PCNA;MLH1;MSH2;MSH6;PMS2
379	MutL-alpha complex	P40692;P54278	MLH1;PMS2
380	MutL-beta complex	P40692;P54277	MLH1;PMS1
386	"Ubiquitin E3 ligase (UBADC1, RNF123)"	Q5XPI4;Q9BSL1	RNF123;UBAC1
387	MCM complex	P25205;P33991;P33992;P33993;P49736;Q14566	MCM3;MCM4;MCM5;MCM7;MCM2;MCM6
390	"Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)"	P63208;Q13616;Q9UKT8	SKP1;CUL1;FBXW2
391	"Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)"	P62877;Q13619;Q16531	RBX1;CUL4A;DDB1
393	"Succinyl-CoA synthetase, GDP-forming"	P53597;Q96I99	SUCLG1;SUCLG2
394	"Succinyl-CoA synthetase, ADP-forming"	P53597;Q9P2R7	SUCLG1;SUCLA2
404	"Isocitrate dehydrogenase, cytoplasmic"	O75874	IDH1
407	"Guanylyl cyclase, soluble (GUCY1A2, GUCY1B3)"	P33402;Q02153	GUCY1A2;GUCY1B1
408	"Guanylyl cyclase, soluble (GUCY1A3, GUCY1B3)"	Q02108;Q02153	GUCY1A1;GUCY1B1
415	EXO1-MLH1-PMS2 complex	P40692;P54278;Q9UQ84	MLH1;PMS2;EXO1
419	Farnesyltransferase	P49354;P49356	FNTA;FNTB
422	CAV3-DAG1 complex	P56539;Q14118	CAV3;DAG1
424	EXO1-MLH1-PCNA complex	P12004;P40692;Q9UQ84	PCNA;MLH1;EXO1
425	MSH4-MSH5-GPS2 complex	O15457;O43196;Q13227	MSH4;MSH5;GPS2
426	Meprin A	Q16819;Q16820	MEP1A;MEP1B
428	Molybdopterin synthase	O96007;O96033	MOCS2;MOCS2
429	"Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)"	Q8NEB9;Q99570	PIK3C3;PIK3R4
430	18S U11/U12 snRNP	O43143;O75533;P14678;P62304;P62306;P62308;P62314;P62316;P62318;P67809;Q13435;Q15393;Q15427;Q15696;Q16560;Q6IEG0;Q6P2Q9;Q8N8D1;Q8TBF4;Q96LT9;Q9BV90;Q9BWJ5;Q9UDW3;Q9Y3B4	DHX15;SF3B1;SNRPB;SNRPE;SNRPF;SNRPG;SNRPD1;SNRPD2;SNRPD3;YBX1;SF3B2;SF3B3;SF3B4;ZRSR2;SNRNP35;SNRNP48;PRPF8;PDCD7;ZCRB1;RNPC3;SNRNP25;SF3B5;ZMAT5;SF3B6
432	N-NOS-CHIP-HSP70-1 complex	P0DMV8;P29475;Q9UNE7	HSPA1A;NOS1;STUB1
433	BASC complex (BRCA1-associated genome surveillance complex)	O60934;P35249;P35250;P35251;P38398;P40692;P43246;P49959;P52701;P54132;Q13315;Q92878	NBN;RFC4;RFC2;RFC1;BRCA1;MLH1;MSH2;MRE11;MSH6;BLM;ATM;RAD50
434	BASC (Ab 80) complex (BRCA1-associated genome surveillance complex)	P35249;P35250;P35251;P38398;P40692;P43246;P52701;P54132	RFC4;RFC2;RFC1;BRCA1;MLH1;MSH2;MSH6;BLM
435	BASC (Ab 81) complex (BRCA1-associated genome surveillance complex)	P35249;P35250;P35251;P38398;P40692;Q13315	RFC4;RFC2;RFC1;BRCA1;MLH1;ATM
436	BASC (Ab C-20) complex (BRCA1-associated genome surveillance complex)	P38398;P52701;Q92878	BRCA1;MSH6;RAD50
438	GCN5-TRRAP histone acetyltransferase complex	O75486;O75528;O75529;P38398;P43246;P52701;Q12962;Q16594;Q92830;Q9Y4A5	SUPT3H;TADA3;TAF5L;BRCA1;MSH2;MSH6;TAF10;TAF9;KAT2A;TRRAP
441	TFTC-type histone acetyl transferase complex	O60244;O75448;P03372;Q15648;Q92830;Q93074;Q9NVC6;Q9UHV7;Q9ULK4;Q9Y2X0;Q9Y4A5	MED14;MED24;ESR1;MED1;KAT2A;MED12;MED17;MED13;MED23;MED16;TRRAP
443	BP-SMAD complex	O14867;O15198;O95452;P17980;P19447;P50539;Q13118;Q15582	BACH1;SMAD9;GJB6;PSMC3;ERCC3;MXI1;KLF10;TGFBI
460	CRB1-MPP5- PATJ complex	P82279;Q8N3R9;Q8NI35	CRB1;PALS1;PATJ
461	CRB1-MPP4-MPP5 complex	P82279;Q8N3R9;Q96JB8	CRB1;PALS1;MPP4
462	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	O00268;O15265;O75486;O75528;O75529;P49848;Q12962;Q15393;Q15542;Q15545;Q16514;Q16594;Q6P1X5;Q92830;Q9Y4A5;Q9Y6J9	TAF4;ATXN7;SUPT3H;TADA3;TAF5L;TAF6;TAF10;SF3B3;TAF5;TAF7;TAF12;TAF9;TAF2;KAT2A;TRRAP;TAF6L
463	TFIID complex	O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594	TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9
466	"Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)"	P49768;Q92542;Q96BI3;Q9NZ42	PSEN1;NCSTN;APH1A;PSENEN
467	"Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)"	P49810;Q8WW43;Q92542;Q9NZ42	PSEN2;APH1B;NCSTN;PSENEN
468	"Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)"	P49810;Q92542;Q96BI3;Q9NZ42	PSEN2;NCSTN;APH1A;PSENEN
469	TFIID-beta complex	O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q6P1X5	TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF2
470	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	O00268;O15265;O75486;O75528;O75529;P49848;Q12962;Q15393;Q15542;Q15543;Q15545;Q16514;Q16594;Q6P1X5;Q92830;Q9Y4A5;Q9Y6J9	TAF4;ATXN7;SUPT3H;TADA3;TAF5L;TAF6;TAF10;SF3B3;TAF5;TAF13;TAF7;TAF12;TAF9;TAF2;KAT2A;TRRAP;TAF6L
471	PCAF complex	O75478;O75486;O75528;O75529;Q12962;Q16514;Q16594;Q92831;Q9Y4A5;Q9Y6J9	TADA2A;SUPT3H;TADA3;TAF5L;TAF10;TAF12;TAF9;KAT2B;TRRAP;TAF6L
472	Prolyl 4-hydroxylase (alpha(I)-type)	P07237;P13674	P4HB;P4HA1
474	Prolyl 4-hydroxylase (alpha(III)-type)	P07237;Q7Z4N8	P4HB;P4HA3
475	STAGA complex	O75486;O75528;O75529;O94864;Q12962;Q15393;Q16514;Q16594;Q92830;Q96BN2;Q9Y4A5;Q9Y6J9	SUPT3H;TADA3;TAF5L;SUPT7L;TAF10;SF3B3;TAF12;TAF9;KAT2A;TADA1;TRRAP;TAF6L
476	STAGA complex	O15265;O75486;O75528;O75529;O94864;Q12962;Q15393;Q16514;Q16594;Q92830;Q96BN2;Q9Y4A5;Q9Y6J9	ATXN7;SUPT3H;TADA3;TAF5L;SUPT7L;TAF10;SF3B3;TAF12;TAF9;KAT2A;TADA1;TRRAP;TAF6L
478	STAGA core complex	O75486;Q16594;Q92830	SUPT3H;TAF9;KAT2A
485	"TFIID complex, B-cell specific"	O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q92750	TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF4B
486	WIP-WASp-actin-myosin-IIa complex	O43516;P19105;P35579;P42768;P60660;P62736	WIPF1;MYL12A;MYH9;WAS;MYL6;ACTA2
490	TFIIA complex	P52655;P52657	GTF2A1;GTF2A2
492	DA complex	O00268;P20226;P21675;P49848;P52655;P52657;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q5VWG9;Q6P1X5	TAF4;TBP;TAF1;TAF6;GTF2A1;GTF2A2;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF3;TAF2
493	DAB complex	O00268;P20226;P21675;P49848;P52655;P52657;Q00403;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q5VWG9;Q6P1X5	TAF4;TBP;TAF1;TAF6;GTF2A1;GTF2A2;GTF2B;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF3;TAF2
497	TAF4-TAF12 subcomplex of TFIID complex	O00268;Q16514	TAF4;TAF12
499	RYK-WNT1 complex	P04628;P34925	WNT1;RYK
500	RYK-WNT3A complex	P34925;P56704	RYK;WNT3A
501	DVL1-RYK complex	O14640;P34925	DVL1;RYK
508	TFIID complex	O00268;P20226;P21675;P49848;Q12962;Q15542;Q15544;Q15545;Q16514;Q16594	TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF11;TAF7;TAF12;TAF9
509	TFIID complex	O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q92804	TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF15
513	TFTC complex (TATA-binding protein-free TAF-II-containing complex)	O00268;O15265;O75486;O75528;O75529;P49848;Q12962;Q15393;Q15542;Q15545;Q16514;Q16594;Q6P1X5;Q92830;Q9HBM6;Q9Y4A5;Q9Y6J9	TAF4;ATXN7;SUPT3H;TADA3;TAF5L;TAF6;TAF10;SF3B3;TAF5;TAF7;TAF12;TAF9;TAF2;KAT2A;TAF9B;TRRAP;TAF6L
514	TFIID-beta complex	O00268;P20226;P21675;P49848;Q12962;Q15542;Q15543;Q15544;Q15545;Q16514;Q16594;Q9HBM6	TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF9B
517	AKAP5-PRKAR2A-PPP3CA complex	P13861;P24588;Q08209	PRKAR2A;AKAP5;PPP3CA
518	AKAP250-PKA-PDE4D complex	P17612;Q02952;Q08499	PRKACA;AKAP12;PDE4D
519	AMY-1-S-AKAP84-RII-beta complex	P31323;Q92667;Q99417	PRKAR2B;AKAP1;MYCBP
520	KCNQ1 macromolecular complex	P13861;P17612;P51787;P62136;Q99996	PRKAR2A;PRKACA;KCNQ1;PPP1CA;AKAP9
521	Polycystin-1-E-cadherin-beta-catenin complex	P12830;P35222;P98161	CDH1;CTNNB1;PKD1
522	Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex	P12830;P35222;P98161;Q14254	CDH1;CTNNB1;PKD1;FLOT2
525	TIP60 histone acetylase complex	O96019;Q92993;Q9Y230;Q9Y265;Q9Y4A5	ACTL6A;KAT5;RUVBL2;RUVBL1;TRRAP
527	"TRPC3-TRPC4 channel complex, redox-sensitive"	Q13507;Q9UBN4	TRPC3;TRPC4
528	NuA4/Tip60-HAT complex	O95619;O96019;Q15014;Q92993;Q96L91;Q9H0E9;Q9H2F5;Q9HAF1;Q9NPF5;Q9NV56;Q9NXR8;Q9UBU8;Q9Y230;Q9Y265;Q9Y4A5	YEATS4;ACTL6A;MORF4L2;KAT5;EP400;BRD8;EPC1;MEAF6;DMAP1;MRGBP;ING3;MORF4L1;RUVBL2;RUVBL1;TRRAP
529	NuA4/Tip60-HAT complex	O95619;O96019;Q15014;Q15906;Q92993;Q96L91;Q9H0E9;Q9H2F5;Q9HAF1;Q9NPF5;Q9NV56;Q9NXR8;Q9UBU8;Q9Y230;Q9Y265;Q9Y4A5	YEATS4;ACTL6A;MORF4L2;VPS72;KAT5;EP400;BRD8;EPC1;MEAF6;DMAP1;MRGBP;ING3;MORF4L1;RUVBL2;RUVBL1;TRRAP
531	XPA-ERCC1-ERCC4 complex	P07992;P23025;Q92889	ERCC1;XPA;ERCC4
533	IMP3-IMP4-MPP10 complex	O00566;Q96G21;Q9NV31	MPHOSPH10;IMP4;IMP3
535	TRAP complex	O60244;O75448;O75586;P10827;P24863;Q13503;Q15648;Q6P2C8;Q93074;Q9BTT4;Q9NPJ6;Q9NVC6;Q9UHV7;Q9Y2W1;Q9Y2X0;Q9Y3C7	MED14;MED24;MED6;THRA;CCNC;MED21;MED1;MED27;MED12;MED10;MED4;MED17;MED13;THRAP3;MED16;MED31
536	TRPC1-TRPC3-TRPC7 complex	P48995;Q13507;Q9HCX4	TRPC1;TRPC3;TRPC7
541	IGF1-IGFBP3-ALS complex	P05019;P17936;P35858	IGF1;IGFBP3;IGFALS
547	SMCC complex	O60244;O75448;O75586;P24863;P49336;Q13503;Q15648;Q6P2C8;Q93074;Q9NPJ6;Q9NVC6;Q9UHV7;Q9Y2W1;Q9Y2X0	MED14;MED24;MED6;CCNC;CDK8;MED21;MED1;MED27;MED12;MED4;MED17;MED13;THRAP3;MED16
548	DRIP complex	O43513;O60244;O75448;O75586;O95402;P11473;P28702;Q15648;Q93074;Q9NPJ6;Q9NVC6;Q9UHV7;Q9ULK4;Q9Y2X0	MED7;MED14;MED24;MED6;MED26;VDR;RXRB;MED1;MED12;MED4;MED17;MED13;MED23;MED16
550	NOS3-CAV1-NOSTRIN complex	P29474;Q03135;Q8IVI9	NOS3;CAV1;NOSTRIN
551	core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex	P04053;P62805;P68431;Q16777;Q16778;Q5QJE6	DNTT;H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16;H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12;H2AC20;H2BC21;DNTTIP2
552	IFN alpha receptor-IFN beta1 complex	P01574;P17181;P48551	IFNB1;IFNAR1;IFNAR2
553	RHOA-IP3R-TRPC1 complex	P48995;P61586;Q14643	TRPC1;RHOA;ITPR1
554	PBAF complex	O96019;P51532;Q12824;Q68CP9;Q86U86;Q8TAQ2;Q92922;Q92925;Q969G3;Q96GM5	ACTL6A;SMARCA4;SMARCB1;ARID2;PBRM1;SMARCC2;SMARCC1;SMARCD2;SMARCE1;SMARCD1
555	BAF complex	O14497;O96019;P51532;Q12824;Q8TAQ2;Q92922;Q92925;Q969G3;Q96GM5	ARID1A;ACTL6A;SMARCA4;SMARCB1;SMARCC2;SMARCC1;SMARCD2;SMARCE1;SMARCD1
556	"PBAF complex, BAF200-specific"	O96019;P51532;Q12824;Q68CP9;Q8TAQ2;Q92922;Q969G3;Q96GM5	ACTL6A;SMARCA4;SMARCB1;ARID2;SMARCC2;SMARCC1;SMARCE1;SMARCD1
557	TRP1-G alpha-11-IP3R3-CAV1 signaling complex	P29992;P48995;Q03135;Q14573	GNA11;TRPC1;CAV1;ITPR3
558	Channel complex TRPM6-TRPM7	Q96QT4;Q9BX84	TRPM7;TRPM6
559	Decapping complex	P26196;Q6P2E9;Q8IU60;Q96F86;Q9NPI6	DDX6;EDC4;DCP2;EDC3;DCP1A
561	LSm1-7 complex	O15116;P62310;P62312;Q9UK45;Q9Y333;Q9Y4Y9;Q9Y4Z0	LSM1;LSM3;LSM6;LSM7;LSM2;LSM5;LSM4
562	LSm2-8 complex	O95777;P62310;P62312;Q9UK45;Q9Y333;Q9Y4Y9;Q9Y4Z0	LSM8;LSM3;LSM6;LSM7;LSM2;LSM5;LSM4
563	"F1F0-ATPase, mitochondrial"	O75947;O75964;P00846;P03928;P05496;P06576;P18859;P24539;P25705;P30049;P36542;P48047;P56134;P56381;P56385;Q9UII2	ATP5PD;ATP5L;MT-ATP6;MT-ATP8;ATP5G1;ATP5F1B;ATP5PF;ATP5PB;ATP5F1A;ATP5F1D;ATP5F1C;ATP5PO;ATP5MF;ATP5F1E;ATP5ME;ATP5IF1
564	BAF complex	O14497;O96019;P51531;Q12824;Q8TAQ2;Q92922;Q969G3;Q96GM5	ARID1A;ACTL6A;SMARCA2;SMARCB1;SMARCC2;SMARCC1;SMARCE1;SMARCD1
565	PBAF complex (Polybromo- and BAF containing complex)	O96019;P51532;Q12824;Q68CP9;Q86U86;Q8TAQ2;Q92922;Q969G3;Q96GM5	ACTL6A;SMARCA4;SMARCB1;ARID2;PBRM1;SMARCC2;SMARCC1;SMARCE1;SMARCD1
566	BAF complex	O14497;O96019;P51532;P60709;Q12824;Q8TAQ2;Q92922;Q969G3;Q96GM5	ARID1A;ACTL6A;SMARCA4;ACTB;SMARCB1;SMARCC2;SMARCC1;SMARCE1;SMARCD1
570	p300-CBP-p270-SWI/SNF complex	O14497;P51532;Q09472;Q12824;Q8TAQ2;Q92793;Q92922	ARID1A;SMARCA4;EP300;SMARCB1;SMARCC2;CREBBP;SMARCC1
571	p300-CBP-p270 complex	O14497;Q09472;Q92793	ARID1A;EP300;CREBBP
575	ABIN2-NFKB1-MAP3K8 complex	P19838;P41279;Q8NFZ5	NFKB1;MAP3K8;TNIP2
577	FHL2-p53-HIPK2 complex	P04637;Q14192;Q9H2X6	TP53;FHL2;HIPK2
585	Mi2/NuRD-BCL6-MTA3 complex	O95983;P41182;Q13547;Q14839;Q9BTC8	MBD3;BCL6;HDAC1;CHD4;MTA3
587	NuRD.1 complex	O95983;Q09028;Q13330;Q14839;Q16576;Q6IT96;Q92769	MBD3;RBBP4;MTA1;CHD4;RBBP7;HDAC1;HDAC2
591	SAP complex (Sin3-associated protein complex)	O75446;Q09028;Q13547;Q16576;Q4LE39;Q92769;Q96ST3;Q9H0E3	SAP30;RBBP4;HDAC1;RBBP7;ARID4B;HDAC2;SIN3A;SAP130
592	SAP complex (Sin3-associated protein complex)	O75446;Q09028;Q13547;Q16576;Q4LE39;Q92769;Q96ST3;Q9H0E3;Q9H7L9	SAP30;RBBP4;HDAC1;RBBP7;ARID4B;HDAC2;SIN3A;SAP130;SUDS3
595	Kv4.2-DPP10 channel complex	Q8N608;Q9NZV8	DPP10;KCND2
605	"TIM23(sort) subcomplex (TIMM17A, TIMM17B, TIMM23, TIMM44), mitochondrial"	O14925;O43615;O60830;Q99595	TIMM23;TIMM44;TIMM17B;TIMM17A
610	MSL complex	Q7Z3B3;Q8N5Y2;Q9H7Z6;Q9HCI7	KANSL1;MSL3;KAT8;MSL2
612	CTF18-CTF8-DCC1 complex	P0CG13;Q8WVB6;Q9BVC3	CHTF8;CHTF18;DSCC1
613	CTF18-CTF8-DCC1-RFC3 complex	P0CG13;P40938;Q8WVB6;Q9BVC3	CHTF8;RFC3;CHTF18;DSCC1
614	NRD complex (Nucleosome remodeling and deacetylation complex)	O60341;Q09028;Q12873;Q13330;Q13547;Q14839;Q92769	KDM1A;RBBP4;CHD3;MTA1;HDAC1;CHD4;HDAC2
617	CASK-LIN7C-APBA1 complex	O14936;Q02410;Q9NUP9	CASK;APBA1;LIN7C
619	MRE11A-RAD50-NBN-TRF2 complex	O60934;P49959;Q15554;Q92878	NBN;MRE11;TERF2;RAD50
620	CoREST-HDAC complex	O60341;O75362;Q13547;Q92769;Q96BD5;Q9P0W2;Q9UKL0	KDM1A;ZNF217;HDAC1;HDAC2;PHF21A;HMG20B;RCOR1
622	"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2)"	P40337;Q13617;Q15369;Q15370	VHL;CUL2;ELOC;ELOB
623	"Small TIM chaperone complex (TIMM9, TIMM10), mitochondrial"	P62072;Q9Y5J7	TIMM10;TIMM9
624	LSD1-CoREST complex	O60341;Q9UKL0	KDM1A;RCOR1
626	LSD1 complex	O60341;O75362;P0DMV8;P0DMV9;Q13363;Q13547;Q92766;Q96BD5;Q96EK2;Q9NP66;Q9P0W2;Q9P2K3;Q9UBW7;Q9UKL0	KDM1A;ZNF217;HSPA1A;HSPA1B;CTBP1;HDAC1;RREB1;PHF21A;PHF21B;HMG20A;HMG20B;RCOR3;ZMYM2;RCOR1
627	MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)	O60934;P49959;Q92878;Q9Y4A5	NBN;MRE11;RAD50;TRRAP
